"","date","name","price.mean"
"629",2011-03-29,"대구",1877.5
"630",2011-03-29,"대전",1860
"631",2011-03-29,"부산",2310
"632",2011-03-29,"서울 ",1736.66666666667
"633",2011-03-29,"수원",2510
"634",2011-03-29,"울산",1880
"635",2011-03-29,"인천",1680
"636",2011-03-29,"전주",1680
"637",2011-03-29,"제주",2480
"638",2011-03-29,"청주",2280
"639",2011-03-30,"광주",1760
"640",2011-03-30,"대구",1877.5
"641",2011-03-30,"대전",1860
"642",2011-03-30,"부산",2310
"643",2011-03-30,"서울 ",1736.66666666667
"644",2011-03-30,"수원",2510
"645",2011-03-30,"울산",1880
"646",2011-03-30,"인천",1680
"647",2011-03-30,"전주",1680
"648",2011-03-30,"제주",2480
"649",2011-03-30,"청주",2280
"650",2011-03-31,"광주",1760
"651",2011-03-31,"대구",1877.5
"652",2011-03-31,"대전",1935
"653",2011-03-31,"부산",2310
"654",2011-03-31,"서울 ",1736.66666666667
"655",2011-03-31,"수원",2510
"656",2011-03-31,"울산",2180
"657",2011-03-31,"인천",1680
"658",2011-03-31,"전주",1680
"659",2011-03-31,"제주",2480
"660",2011-03-31,"청주",2280
"661",2011-04-01,"광주",1760
"662",2011-04-01,"대구",1877.5
"663",2011-04-01,"대전",1935
"664",2011-04-01,"부산",2335
"665",2011-04-01,"서울 ",1736.66666666667
"666",2011-04-01,"수원",2510
"667",2011-04-01,"울산",2180
"668",2011-04-01,"인천",1680
"669",2011-04-01,"전주",1680
"670",2011-04-01,"제주",2480
"671",2011-04-01,"청주",2280
"672",2011-04-04,"광주",1760
"673",2011-04-04,"대구",1877.5
"674",2011-04-04,"대전",1935
"675",2011-04-04,"부산",2335
"676",2011-04-04,"서울 ",1853.33333333333
"677",2011-04-04,"수원",2450
"678",2011-04-04,"울산",2180
"679",2011-04-04,"인천",1680
"680",2011-04-04,"전주",1680
"681",2011-04-04,"제주",2580
"682",2011-04-04,"청주",2280
"683",2011-04-05,"광주",1760
"684",2011-04-05,"대구",1877.5
"685",2011-04-05,"대전",1935
"686",2011-04-05,"부산",2335
"687",2011-04-05,"서울 ",1866.66666666667
"688",2011-04-05,"수원",2450
"689",2011-04-05,"울산",2180
"690",2011-04-05,"인천",1680
"691",2011-04-05,"전주",1680
"692",2011-04-05,"제주",2580
"693",2011-04-05,"청주",2280
"694",2011-04-06,"광주",1760
"695",2011-04-06,"대구",1877.5
"696",2011-04-06,"대전",1935
"697",2011-04-06,"부산",2335
"698",2011-04-06,"서울 ",1866.66666666667
"699",2011-04-06,"수원",2450
"700",2011-04-06,"울산",2180
"701",2011-04-06,"인천",1680
"702",2011-04-06,"전주",1680
"703",2011-04-06,"제주",2580
"704",2011-04-06,"청주",2280
"705",2011-04-07,"광주",1760
"706",2011-04-07,"대구",1877.5
"707",2011-04-07,"대전",1935
"708",2011-04-07,"부산",2335
"709",2011-04-07,"서울 ",1916.66666666667
"710",2011-04-07,"수원",2450
"711",2011-04-07,"울산",2180
"712",2011-04-07,"인천",1680
"713",2011-04-07,"전주",1680
"714",2011-04-07,"제주",2580
"715",2011-04-07,"청주",2280
"716",2011-04-08,"광주",1760
"717",2011-04-08,"대구",1877.5
"718",2011-04-08,"대전",1935
"719",2011-04-08,"부산",2335
"720",2011-04-08,"서울 ",1868.33333333333
"721",2011-04-08,"수원",2450
"722",2011-04-08,"울산",2180
"723",2011-04-08,"인천",1680
"724",2011-04-08,"전주",1680
"725",2011-04-08,"제주",1980
"726",2011-04-08,"청주",2280
"727",2011-04-11,"광주",1760
"728",2011-04-11,"대구",1877.5
"729",2011-04-11,"대전",1935
"730",2011-04-11,"부산",2335
"731",2011-04-11,"서울 ",1866.66666666667
"732",2011-04-11,"수원",2390
"733",2011-04-11,"울산",2180
"734",2011-04-11,"인천",1980
"735",2011-04-11,"전주",1680
"736",2011-04-11,"제주",2580
"737",2011-04-11,"청주",2280
"738",2011-04-12,"광주",1760
"739",2011-04-12,"대구",1877.5
"740",2011-04-12,"대전",1935
"741",2011-04-12,"부산",2335
"742",2011-04-12,"서울 ",1866.66666666667
"743",2011-04-12,"수원",2390
"744",2011-04-12,"울산",2180
"745",2011-04-12,"인천",1980
"746",2011-04-12,"전주",1680
"747",2011-04-12,"제주",2580
"748",2011-04-12,"청주",2280
"749",2011-04-13,"광주",1885
"750",2011-04-13,"대구",1877.5
"751",2011-04-13,"대전",1935
"752",2011-04-13,"부산",2335
"753",2011-04-13,"서울 ",1866.66666666667
"754",2011-04-13,"수원",2390
"755",2011-04-13,"울산",2180
"756",2011-04-13,"인천",1980
"757",2011-04-13,"전주",1680
"758",2011-04-13,"제주",2580
"759",2011-04-13,"청주",2280
"760",2011-04-14,"광주",1760
"761",2011-04-14,"대구",1877.5
"762",2011-04-14,"대전",1935
"763",2011-04-14,"부산",2335
"764",2011-04-14,"서울 ",1916.66666666667
"765",2011-04-14,"수원",2390
"766",2011-04-14,"울산",2180
"767",2011-04-14,"인천",1980
"768",2011-04-14,"전주",1680
"769",2011-04-14,"제주",2580
"770",2011-04-14,"청주",1790
"771",2011-04-15,"광주",1760
"772",2011-04-15,"대구",1877.5
"773",2011-04-15,"대전",1935
"774",2011-04-15,"부산",2335
"775",2011-04-15,"서울 ",1916.66666666667
"776",2011-04-15,"수원",2390
"777",2011-04-15,"울산",2180
"778",2011-04-15,"인천",1980
"779",2011-04-15,"전주",1680
"780",2011-04-15,"제주",2580
"781",2011-04-15,"청주",1790
"782",2011-04-18,"광주",1885
"783",2011-04-18,"대구",1877.5
"784",2011-04-18,"대전",1935
"785",2011-04-18,"부산",2335
"786",2011-04-18,"서울 ",2026.66666666667
